GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",2147,195,70718,9371,76.3,7.5,74547,11210,11.0,6.5,51546,44301,0.9,1.5,-,**,7.1,3.3,80962,43179,0.0,1.5,-,**,2.0,2.3,-,**,2.6,2.5,-,**,15.6,7.6,49246,20527,64.5,9.0,81886,9240,7.6,3.4,29083,19901,63.5,6.7,73406,9050,15.7,5.5,90976,49641,13.1,3.0,72059,33847,500,117,89000,27376,49.0,12.4,84417,57624,51.0,12.4,89292,28869,60.6,13.4,122989,43108,25.6,11.4,76161,23603,13.8,10.4,100625,75426,1647,229,64883,11767,58.5,10.4,69464,11884,47.5,10.4,63438,17330,11.1,5.0,85227,30842,41.5,10.4,53951,18361,32.5,10.4,52879,14606,9.0,5.5,123214,53650,17.0,(X),(X),(X),22.8,(X),(X),(X),15.2,(X),(X),(X)
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",2883,127,145592,46797,83.7,5.0,155206,24586,5.5,3.7,122009,73367,0.8,1.2,-,**,4.1,2.4,101691,18172,0.0,1.1,-,**,3.4,3.1,-,**,2.5,2.2,-,**,11.2,3.6,-,**,77.1,4.9,158646,52067,6.6,3.2,-,**,21.3,4.7,161142,46541,41.7,5.1,184583,69383,30.4,4.3,146053,64112,1400,175,"250,000+",***,46.7,9.3,234783,70086,53.3,9.3,"250,000+",***,87.4,7.6,"250,000+",***,7.3,6.8,120223,65533,5.3,4.6,184050,1126,1483,183,81691,11793,73.4,9.1,76726,10910,65.0,9.4,75417,11212,8.4,5.1,90236,73738,26.6,9.1,100938,75403,15.9,7.9,155980,43314,10.7,6.5,-,**,23.5,(X),(X),(X),29.0,(X),(X),(X),18.3,(X),(X),(X)
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",1342,81,93750,19182,78.3,6.6,120347,47007,7.7,5.2,73882,7558,0.0,2.4,-,**,7.9,4.6,-,**,0.0,2.4,-,**,1.7,2.0,-,**,4.3,3.5,"2,500-",***,12.0,6.0,-,**,68.9,7.3,120069,45554,3.9,2.3,-,**,39.3,5.8,74967,19801,35.9,6.6,144722,69903,20.9,5.0,117500,29653,674,104,201429,52658,46.4,8.7,232375,64433,53.6,8.7,191528,43392,84.6,7.4,240400,51845,13.1,7.4,96750,33168,2.4,2.5,-,**,668,106,58750,18827,46.1,12.5,51953,27465,33.4,11.9,50039,21065,12.7,9.4,73776,9682,53.9,12.5,62188,47830,35.3,12.0,56875,51491,18.6,9.7,-,**,31.4,(X),(X),(X),28.8,(X),(X),(X),31.7,(X),(X),(X)
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",1580,84,235517,34542,91.9,3.3,237328,41106,3.3,2.3,240750,178615,0.0,2.0,-,**,3.9,2.4,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.9,1.5,-,**,5.8,2.7,199444,188318,87.3,4.1,236638,39407,1.1,1.2,-,**,19.3,4.8,236250,61735,38.7,6.0,"250,000+",***,40.9,5.4,138393,79011,1211,94,"250,000+",***,44.8,5.1,"250,000+",***,55.2,5.1,"250,000+",***,96.1,2.4,"250,000+",***,3.1,2.3,170125,143129,0.8,1.3,-,**,369,92,80179,52469,76.4,11.6,80714,52858,51.8,14.6,90469,32077,24.7,15.4,-,**,23.6,11.6,-,**,20.3,11.3,-,**,3.3,5.0,-,**,37.8,(X),(X),(X),33.4,(X),(X),(X),48.2,(X),(X),(X)
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",878,45,202250,28646,90.0,5.0,201250,31349,4.9,4.1,-,**,0.0,3.6,-,**,3.1,2.0,-,**,0.0,3.6,-,**,0.0,3.6,-,**,2.1,2.0,-,**,7.4,5.9,78092,66376,82.6,7.7,206250,25830,0.0,3.6,-,**,29.3,5.7,208750,47078,43.1,5.0,224286,68321,27.7,3.9,169750,50128,672,62,215000,33183,55.4,8.1,233750,85498,44.6,8.1,213750,39320,82.9,7.3,"250,000+",***,12.8,6.8,109559,27535,4.3,2.6,131607,63841,206,54,122955,31982,56.3,13.1,123864,30340,41.7,13.4,104167,48726,14.6,9.6,201000,108488,43.7,13.1,103000,80077,25.7,10.8,82679,31925,18.0,13.7,"250,000+",***,26.3,(X),(X),(X),25.0,(X),(X),(X),25.2,(X),(X),(X)
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",2823,90,160412,14826,89.7,4.7,161491,16763,1.2,1.4,-,**,0.0,1.1,-,**,4.9,2.9,113125,99957,0.0,1.1,-,**,0.5,0.7,-,**,3.8,2.7,"250,000+",***,9.7,3.2,224338,107705,81.0,5.2,152462,12060,1.1,1.0,-,**,25.5,3.8,198417,39767,43.5,4.3,191566,26268,29.9,2.9,90216,21542,1949,147,190361,17925,59.2,4.8,223125,40199,40.8,4.8,137404,39571,86.2,5.6,199514,24833,8.9,4.9,127375,33601,4.8,3.0,122179,21182,874,147,82500,25359,61.3,11.6,55887,32547,49.4,12.0,48816,22475,11.9,7.7,138214,63533,38.7,11.6,123382,44561,26.3,10.3,113393,63159,12.4,5.7,153654,4790,17.5,(X),(X),(X),11.4,(X),(X),(X),29.6,(X),(X),(X)
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",1975,116,91473,20483,85.6,6.0,93092,25178,4.7,3.0,83929,80614,0.0,1.6,-,**,8.3,5.7,102778,67889,0.0,1.6,-,**,0.0,1.6,-,**,1.4,1.7,-,**,8.9,6.4,-,**,77.4,8.1,93026,24389,19.5,5.9,6171,1815,45.3,7.3,105588,17751,26.4,6.2,130913,63569,8.9,2.8,-,**,579,169,174281,21245,44.2,15.4,232315,44564,55.8,15.4,164750,19087,92.6,6.8,174938,24507,5.5,6.2,-,**,1.9,3.1,-,**,1396,196,47500,18878,64.0,9.9,84191,23935,53.9,9.0,90089,18958,10.2,5.2,-,**,36.0,9.9,37667,18416,19.3,7.7,42519,12306,16.7,7.7,-,**,23.7,(X),(X),(X),16.1,(X),(X),(X),26.9,(X),(X),(X)
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",2138,120,156250,26065,81.8,6.7,165250,31077,10.2,6.2,43345,37299,0.5,0.6,-,**,7.5,2.7,227794,140318,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,4.6,3.0,130104,99137,78.0,6.9,172540,44855,1.5,1.4,39000,21353,30.4,5.3,141484,45506,37.4,5.3,"250,000+",***,30.7,4.6,115208,33901,1423,125,239539,51731,44.8,6.5,216792,98453,55.2,6.5,248824,43723,83.1,6.0,"250,000+",***,9.7,5.2,111037,46035,7.2,3.9,148056,65211,715,144,76906,23502,70.3,12.6,75656,40863,65.3,13.6,75156,53917,5.0,4.6,-,**,29.7,12.6,110417,69617,26.2,12.4,110347,65939,3.5,3.9,-,**,21.6,(X),(X),(X),19.1,(X),(X),(X),19.0,(X),(X),(X)
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",2512,127,105000,19822,79.1,6.3,123750,40096,7.7,5.5,67109,51390,0.0,1.3,-,**,6.6,2.6,-,**,0.0,1.3,-,**,2.8,3.4,-,**,3.9,2.8,-,**,9.0,5.3,71978,13079,72.8,6.5,136373,25496,2.6,1.4,70313,41839,44.7,5.5,86305,16779,36.6,6.3,169922,29521,16.1,3.5,74375,31005,1069,153,176354,46598,55.9,9.4,191667,104312,44.1,9.4,162031,55533,73.3,10.7,225648,43684,19.5,7.2,85750,29891,7.2,7.7,-,**,1443,144,82415,9670,57.2,8.1,70981,6879,49.2,9.1,70190,14153,8.0,4.7,132679,78905,42.8,8.1,101583,58569,29.2,8.6,86789,27697,13.6,7.3,162938,48679,23.4,(X),(X),(X),15.9,(X),(X),(X),27.9,(X),(X),(X)
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",1920,138,131162,6717,79.7,6.4,133217,3246,11.0,6.2,107589,63674,0.0,1.7,-,**,7.6,3.3,120074,103748,0.0,1.7,-,**,0.0,1.7,-,**,1.8,1.9,-,**,4.9,3.9,"250,000+",***,74.8,6.6,133174,2936,5.3,2.6,45385,31795,47.1,6.6,104375,33522,28.4,6.4,171023,36352,19.2,4.1,133826,38633,858,160,182000,39100,31.2,10.6,"250,000+",***,68.8,10.6,174333,50350,90.4,9.9,203438,50179,1.4,2.2,-,**,8.2,9.9,-,**,1062,148,101667,24253,67.8,10.7,106985,32671,46.5,12.6,77417,62139,21.3,8.5,133644,10963,32.2,10.7,82045,28349,26.6,10.3,81088,13309,5.6,4.4,-,**,18.4,(X),(X),(X),14.9,(X),(X),(X),21.2,(X),(X),(X)
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",4538,380,106987,14270,78.1,6.3,111507,8560,8.7,4.6,102019,96650,0.0,0.7,-,**,8.7,4.2,-,**,0.0,0.7,-,**,3.2,3.2,56393,17107,1.4,1.4,-,**,8.2,3.5,56976,19605,74.0,6.4,111842,9148,5.1,2.5,66087,12548,51.5,4.8,94766,35926,21.5,3.2,119750,8889,21.9,3.7,106719,25741,1143,246,146572,26745,30.4,11.4,122285,67786,69.6,11.4,146875,35728,82.6,11.5,152000,40229,7.9,5.6,114211,23198,9.5,11.2,-,**,3395,431,83527,23403,65.3,8.0,66054,12120,50.8,8.5,63011,9197,14.6,5.7,96429,47774,34.7,8.0,110259,29164,25.7,7.3,92201,38276,9.0,5.5,112392,29053,16.6,(X),(X),(X),6.4,(X),(X),(X),20.0,(X),(X),(X)
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",1455,51,114618,23166,78.7,5.6,150380,56848,12.1,5.5,82222,39835,0.5,1.0,-,**,5.2,2.7,-,**,0.0,2.2,-,**,1.6,2.6,-,**,1.8,1.7,-,**,4.7,3.6,-,**,75.6,5.5,150543,54390,5.2,3.1,-,**,34.7,4.9,105625,7482,36.8,4.7,210469,31767,23.3,4.0,87159,58877,721,83,"250,000+",***,57.8,7.3,"250,000+",***,42.2,7.3,248125,82878,93.9,4.2,"250,000+",***,6.1,4.2,179167,169515,0.0,4.4,-,**,734,84,54375,20079,62.0,10.9,52074,11157,50.8,10.7,51335,5243,11.2,7.1,-,**,38.0,10.9,91467,59615,33.9,11.0,90163,88631,4.1,3.7,216333,24113,22.3,(X),(X),(X),15.7,(X),(X),(X),25.7,(X),(X),(X)
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",1537,100,107348,22370,78.3,5.5,126250,30604,10.9,4.1,-,**,2.5,3.6,-,**,5.3,3.3,-,**,0.0,2.1,-,**,1.4,1.5,-,**,1.6,1.8,-,**,7.4,4.7,232949,124553,71.6,6.2,121691,28895,2.0,1.8,-,**,26.7,6.1,233269,59976,28.7,5.7,176065,27651,42.7,6.3,62500,37503,634,77,217337,51021,62.6,7.9,245156,72781,37.4,7.9,176528,105861,90.4,5.7,245865,59626,6.5,4.7,-,**,3.2,3.6,-,**,903,126,70792,22730,68.2,9.6,57287,23505,62.5,10.0,58542,34342,5.8,4.9,56635,16351,31.8,9.6,93191,21095,24.9,8.0,78472,38719,6.9,5.7,94013,47586,36.0,(X),(X),(X),31.5,(X),(X),(X),39.2,(X),(X),(X)
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",2029,109,203796,11007,84.1,4.4,204162,23294,9.4,4.4,-,**,0.0,1.6,-,**,2.5,2.2,200688,120815,0.0,1.6,-,**,1.1,1.8,-,**,2.9,2.7,-,**,4.9,3.1,184457,122389,80.3,5.4,203963,17688,0.0,1.6,-,**,21.4,4.4,226544,84174,45.8,4.9,232813,23211,32.8,4.3,109491,43641,1531,116,236932,19501,59.9,5.6,243859,27660,40.1,5.6,231786,41385,90.2,4.9,243418,14078,8.7,4.6,-,**,1.1,1.8,-,**,498,117,96591,19645,44.4,13.7,86577,10201,38.8,14.1,85744,20095,5.6,7.8,-,**,55.6,13.7,104904,15288,40.8,15.2,100804,26149,14.9,9.5,123438,88241,24.7,(X),(X),(X),22.9,(X),(X),(X),26.1,(X),(X),(X)
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",1550,83,170053,21294,31.1,4.1,250000,37832,66.2,4.1,134342,19099,0.0,2.1,-,**,0.4,0.7,-,**,0.0,2.1,-,**,0.5,0.8,-,**,1.9,1.8,248295,180739,1.2,1.3,-,**,30.4,4.0,"250,000+",***,0.0,2.1,-,**,19.2,3.2,232917,35984,46.2,5.4,193056,46297,34.6,4.6,128438,11177,1195,102,191705,22839,39.0,7.2,234167,40509,61.0,7.2,169861,45068,78.7,6.0,204279,28598,17.5,6.0,121708,19892,3.8,2.7,-,**,355,98,99826,17191,48.5,12.9,111750,18715,42.8,12.9,111000,11736,5.6,5.8,147500,72814,51.5,12.9,81705,40040,36.6,13.2,52308,42831,14.9,9.8,"250,000+",***,37.1,(X),(X),(X),43.4,(X),(X),(X),15.8,(X),(X),(X)
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",1388,58,89268,17264,47.3,6.5,101111,21717,43.2,6.3,101103,50745,0.0,2.3,-,**,0.6,0.9,-,**,0.7,1.1,-,**,2.7,4.3,-,**,5.5,4.0,55223,38413,11.0,6.2,63947,26671,41.6,6.7,102740,19264,0.0,2.3,-,**,44.7,6.0,83125,18466,34.2,6.2,127244,15822,21.1,3.9,75313,20660,669,111,125352,30393,40.8,12.4,163083,83778,59.2,12.4,123500,20400,67.9,11.3,162273,78381,14.9,6.7,100278,76410,17.2,10.3,64638,43118,719,100,77668,7046,68.4,9.9,73654,15515,59.1,11.1,65521,23200,9.3,6.2,104911,24373,31.6,9.9,79014,6713,24.8,9.6,79279,8690,6.8,4.7,-,**,26.9,(X),(X),(X),30.2,(X),(X),(X),22.5,(X),(X),(X)
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",1580,100,50227,12642,12.5,4.4,61406,32347,65.7,6.3,37162,16598,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,17.5,6.0,51016,26908,4.4,3.3,-,**,24.1,5.4,51960,17736,9.1,3.4,80469,12161,3.2,2.9,-,**,49.2,6.0,50625,14448,29.7,5.6,50054,27704,17.8,3.3,39500,30743,903,113,44875,15622,63.0,9.0,46250,17068,37.0,9.0,37019,27239,65.9,10.8,47434,19137,19.6,9.1,47679,22358,14.5,8.1,-,**,677,125,42098,20090,54.2,11.1,38209,5503,47.7,10.2,36641,7492,6.5,5.5,86290,897,45.8,11.1,54219,9539,30.9,9.3,37446,27773,14.9,9.0,59531,4084,34.6,(X),(X),(X),35.0,(X),(X),(X),30.1,(X),(X),(X)
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",2105,121,41894,7257,10.3,4.1,66875,62566,75.1,6.0,44043,7510,0.0,1.5,-,**,0.7,0.9,-,**,0.0,1.5,-,**,14.0,5.8,27083,9556,0.0,1.5,-,**,22.7,7.8,29432,9483,5.4,2.8,-,**,5.7,3.6,32179,28227,39.7,6.6,41318,14762,35.1,6.8,50457,16651,19.5,3.9,26196,25659,1152,181,51875,7824,50.4,9.4,43785,18346,49.6,9.4,53934,27505,46.7,10.5,67969,25592,38.0,11.2,26842,22215,15.3,7.3,93393,14708,953,196,26889,8093,50.1,12.9,25495,9000,44.0,12.7,21708,9225,6.1,4.9,49762,43020,49.9,12.9,31214,17259,44.1,14.1,30429,15335,5.9,4.6,-,**,40.0,(X),(X),(X),52.1,(X),(X),(X),20.9,(X),(X),(X)
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",1408,114,74875,11231,19.5,5.2,96176,21632,73.0,5.0,63669,11393,0.0,2.3,-,**,2.4,2.6,121190,59073,0.0,2.3,-,**,3.4,2.7,175625,118887,1.7,1.4,71563,55395,10.3,3.9,94735,22753,12.9,4.1,111154,21587,2.0,2.1,-,**,26.3,6.5,95824,10566,41.7,7.5,81023,24597,30.0,4.8,34514,13359,931,100,88542,14017,38.1,5.3,97097,39345,61.9,5.3,76667,15651,51.1,9.4,96618,23511,37.3,9.6,88958,28596,11.6,6.5,-,**,477,109,42250,28378,72.1,12.4,38750,30499,68.1,11.9,48594,32471,4.0,4.8,32875,27832,27.9,12.4,46607,45549,17.4,9.8,-,**,10.5,8.2,175750,113095,40.5,(X),(X),(X),47.0,(X),(X),(X),27.7,(X),(X),(X)
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",816,56,82344,15488,16.9,6.3,123000,52492,76.6,6.3,76908,17662,0.4,0.8,-,**,1.8,1.6,-,**,0.0,3.9,-,**,3.6,2.5,53875,20632,0.7,1.1,-,**,11.8,5.7,-,**,11.0,4.2,120000,34569,0.2,1.0,-,**,29.2,6.5,68571,33978,33.5,6.5,99196,18575,37.1,4.9,76513,17087,527,61,94107,13452,26.8,8.3,93750,46082,73.2,8.3,97679,16870,52.8,9.9,124500,44002,42.9,10.8,86000,15051,4.4,3.9,-,**,289,61,43750,17678,72.7,13.6,50500,28048,65.4,13.2,41375,15468,7.3,5.5,123750,27857,27.3,13.6,41042,25384,27.3,13.6,41042,25384,0.0,10.6,-,**,47.3,(X),(X),(X),53.1,(X),(X),(X),29.8,(X),(X),(X)
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",1019,62,63906,5533,26.4,4.6,120208,20061,53.0,6.4,59128,3199,1.7,2.4,-,**,1.0,1.3,-,**,0.0,3.1,-,**,16.1,5.0,56250,30500,1.9,1.5,-,**,23.2,5.2,40000,8668,21.0,3.6,140625,59897,3.6,3.1,41985,26279,33.0,6.3,65000,5239,38.6,6.7,73594,59754,24.8,4.6,49063,42992,603,69,82250,52982,46.9,9.0,69219,10287,53.1,9.0,120357,13019,72.8,8.6,124250,25901,19.4,7.3,35729,31783,7.8,5.3,-,**,416,75,27632,6981,61.1,10.5,17452,11175,56.5,10.7,16995,6856,4.6,3.2,-,**,38.9,10.5,-,**,30.0,10.1,38047,14177,8.9,6.2,107396,65338,39.3,(X),(X),(X),38.3,(X),(X),(X),31.0,(X),(X),(X)
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",1350,84,82500,9083,27.9,6.4,143350,33346,58.7,6.3,80282,13239,0.0,2.4,-,**,1.2,1.8,-,**,0.0,2.4,-,**,10.2,5.2,50161,15745,1.9,1.8,-,**,16.2,4.7,-,**,20.4,4.4,189000,78813,3.1,3.7,-,**,34.0,7.2,85402,33553,44.6,7.6,88529,10108,18.3,5.3,74583,29789,800,128,89250,24876,43.4,11.0,74650,53937,56.6,11.0,92639,20552,62.1,10.2,105208,20412,26.6,10.3,58207,54802,11.3,8.6,-,**,550,107,76167,17247,58.9,13.5,68438,32061,45.1,14.0,51944,45927,13.8,8.0,143500,20399,41.1,13.5,77333,12648,36.0,12.6,76750,21802,5.1,4.9,"250,000+",***,37.8,(X),(X),(X),40.5,(X),(X),(X),32.7,(X),(X),(X)
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",2091,160,58480,5572,10.9,5.2,-,**,67.2,9.4,57718,7539,2.1,3.2,-,**,4.6,4.4,-,**,0.0,1.5,-,**,13.5,7.8,-,**,1.6,2.3,-,**,21.1,7.2,46786,21293,8.7,4.3,-,**,1.1,1.2,-,**,33.7,8.6,63227,4486,41.8,8.9,59583,57440,23.3,5.7,53302,21120,1179,197,63841,27041,44.0,11.2,64523,32047,56.0,11.2,59464,43485,55.3,13.0,74750,38713,38.2,12.2,59118,21788,6.5,5.2,150032,24452,912,200,50735,21381,53.0,13.2,39375,21947,46.2,13.3,38365,16000,6.8,5.3,139091,52536,47.0,13.2,56484,23578,44.0,13.4,55755,28262,3.1,3.7,-,**,45.3,(X),(X),(X),51.6,(X),(X),(X),37.3,(X),(X),(X)
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",2116,107,71528,11873,11.3,2.5,160139,29038,76.1,4.6,70278,11320,1.7,1.5,26458,16526,0.0,1.5,-,**,0.0,1.5,-,**,8.4,3.4,46250,36889,2.5,1.8,81477,68347,10.3,3.2,57727,27599,9.8,2.5,161806,38124,1.3,1.4,-,**,38.7,6.7,107045,36425,39.9,7.4,71346,13206,20.2,4.0,37083,18188,1035,132,99583,27375,36.5,8.7,-,**,63.5,8.7,101295,10155,40.0,9.6,157241,16399,43.1,10.1,48125,45600,16.9,7.4,68992,19147,1081,153,57422,14877,52.3,9.1,47557,18790,43.8,9.3,36655,8369,8.5,5.1,130323,104159,47.7,9.1,90357,50632,35.9,9.0,63333,31943,11.8,6.2,126250,59597,38.3,(X),(X),(X),36.2,(X),(X),(X),33.0,(X),(X),(X)
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",1121,84,67470,11449,22.2,6.6,112404,61173,68.1,4.7,58546,10824,0.6,1.2,-,**,2.9,3.5,-,**,0.0,2.9,-,**,6.2,3.2,-,**,0.0,2.9,-,**,10.2,4.1,-,**,21.1,6.6,125000,81318,0.0,2.9,-,**,26.2,6.1,99113,15693,45.3,5.3,65764,30047,28.5,6.1,38750,14878,726,98,95833,29815,25.9,7.6,95000,52831,74.1,7.6,102188,43375,59.1,10.4,132396,32391,28.2,9.3,59097,25350,12.7,6.6,-,**,395,106,42344,38462,43.0,17.1,21071,11724,40.0,16.9,22717,15434,3.0,5.0,-,**,57.0,17.1,61094,6384,40.5,16.5,57656,44096,16.5,12.4,99315,79140,42.1,(X),(X),(X),40.2,(X),(X),(X),42.8,(X),(X),(X)
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",1286,107,53073,11651,15.6,4.5,144330,56640,64.5,5.8,45038,11747,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,17.1,5.5,55000,24254,2.8,2.3,65625,50953,21.3,6.1,53438,24786,11.1,5.0,170096,65607,3.3,2.6,-,**,55.7,6.5,54231,20676,22.0,6.7,71806,23716,19.1,4.0,36607,24728,846,119,63382,18165,47.3,9.6,42262,19134,52.7,9.6,105227,32603,42.7,9.5,110375,28241,43.1,9.4,31719,26527,14.2,7.5,53485,21057,440,93,40061,16761,55.5,13.6,40469,33460,47.3,11.9,27143,21282,8.2,8.2,"250,000+",***,44.5,13.6,32365,18708,40.9,14.2,32432,19204,3.6,4.4,-,**,48.1,(X),(X),(X),58.9,(X),(X),(X),27.5,(X),(X),(X)
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",1153,79,105931,16920,26.2,6.1,166250,28190,61.0,6.8,71094,33714,0.0,2.8,-,**,2.9,2.4,179306,83901,0.0,2.8,-,**,7.2,5.4,-,**,2.8,2.3,-,**,8.8,5.9,-,**,24.6,6.5,161979,18416,0.0,2.8,-,**,39.4,6.2,160417,23851,39.4,6.5,93036,26716,21.2,3.9,57250,13533,670,85,106622,26953,44.6,10.6,136094,45884,55.4,10.6,85156,39867,62.2,11.8,152782,38209,24.5,8.3,50250,13490,13.3,9.7,58458,21588,483,104,93304,42933,48.7,12.0,90469,46486,30.6,10.8,71000,29574,18.0,7.8,160677,106759,51.3,12.0,94464,77418,23.6,13.8,-,**,27.7,12.5,173158,58356,42.8,(X),(X),(X),36.1,(X),(X),(X),52.2,(X),(X),(X)
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",779,114,60205,16690,50.6,11.8,33625,21602,37.7,10.3,61711,30563,0.0,4.1,-,**,5.1,4.7,73542,1109,0.0,4.1,-,**,4.7,4.5,-,**,1.8,2.2,-,**,4.2,4.6,-,**,50.1,11.8,33375,20006,5.8,4.4,-,**,32.0,6.4,114063,20571,15.5,6.0,-,**,46.7,8.8,31700,6286,179,58,109375,26770,32.4,22.4,105781,59792,67.6,22.4,121518,25664,84.4,13.6,108375,30094,6.7,9.7,-,**,8.9,10.2,-,**,600,118,34338,21640,48.0,11.9,61085,14138,28.2,11.3,-,**,19.8,6.6,98698,29854,52.0,11.9,31755,2861,43.7,11.9,31330,5470,8.3,6.7,-,**,53.1,(X),(X),(X),11.2,(X),(X),(X),65.7,(X),(X),(X)
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",1378,75,104651,6339,35.5,5.0,139954,16860,52.4,4.8,79038,33255,0.0,2.3,-,**,1.6,1.6,81429,38709,0.0,2.3,-,**,6.8,4.2,-,**,3.7,2.7,130208,22260,11.3,4.2,-,**,32.3,4.9,139398,15453,2.8,2.6,-,**,43.4,5.8,134211,31852,36.6,5.8,93750,64799,17.3,3.6,77885,32737,748,95,110800,18266,35.6,9.4,137794,71048,64.4,9.4,107083,17954,60.0,8.9,128854,21778,34.2,8.9,98750,17571,5.7,5.3,-,**,630,102,95500,25121,49.7,12.6,94107,34727,30.6,9.8,55536,9362,19.0,8.6,107292,14909,50.3,12.6,106181,56310,31.4,11.4,-,**,18.9,8.4,170893,48973,46.0,(X),(X),(X),53.2,(X),(X),(X),36.7,(X),(X),(X)
